budget,genres,original_language,release_date,revenue,runtime,vote_average
14000000,Drama,en,01/02/2002,6413915,86,5.4
13000000,Comedy,en,06/09/2001,0,93,6.1
0,Comedy,en,08/09/2000,0,106,6.5
5000000,Drama,en,09/09/2001,0,99,5.4
15000000,Action,en,08/02/2002,52970014,88,5.6
85000000,Comedy,en,06/02/2002,78382433,108,5.5
0,Action,en,08/02/2002,0,98,3.4
0,Action,en,15/03/2001,0,104,5.9
12000000,Thriller,en,15/02/2002,61141030,93,4.7
70000000,Action,en,15/02/2002,32287044,125,5.9
36000000,Drama,en,15/02/2002,102244770,116,7
20000000,Drama,en,14/02/2002,109862682,72,6.1
3000000,Adventure,en,18/01/2001,18492362,100,6.6
0,Drama,en,10/09/2001,0,109,6
60000000,Thriller,en,22/02/2002,52322400,104,6.2
35000000,Drama,en,10/02/2002,45479110,101,5.5
0,Drama,en,11/10/2001,0,111,6.5
0,Drama,en,01/01/2001,0,115,5.5
0,Action,en,22/02/2002,0,107,6.5
0,Comedy,en,15/04/2000,0,95,4.5
0,Comedy,en,22/02/2002,0,87,8
0,Drama,en,26/12/2001,0,99,6.1
0,Comedy,hi,30/08/2001,0,114,6.8
0,Comedy,en,23/01/2001,0,91,5
0,Horror,en,07/11/2001,0,92,7.8
0,Documentary,en,18/01/2002,2106838,88,4.4
0,Comedy,ja,25/08/2000,0,103,7
17000000,Drama,en,01/03/2002,0,94,5.2
75000000,Comedy,en,01/03/2002,114660784,138,6.7
0,Action,fr,11/07/2001,0,101,5.9
14000000,Drama,en,08/03/2002,25482931,95,5.9
80000000,Action,en,04/03/2002,123729176,96,5.8
2000000,Science Fiction,en,02/08/2002,2506446,96,4.8
59000000,Fantasy,en,10/03/2002,383257136,81,7.1
33000000,Animation,en,15/03/2002,102984862,100,6.4
85000000,Horror,en,14/03/2002,77741732,95,5.3
0,Action,en,23/09/2000,0,130,6.6
1000000,Drama,en,21/04/2001,10013424,97,5.9
0,Comedy,en,27/06/2001,0,78,7.3
0,Drama,en,01/01/2001,0,106,7.6
5000000,Documentary,es,08/06/2001,33616692,106,7.3
54000000,Drama,en,22/03/2002,155010032,117,6.3
12000000,Fantasy,en,22/03/2002,0,93,4.6
0,Comedy,en,22/03/2002,0,91,6.4
0,Foreign,en,01/10/2000,0,89,6.4
26000000,Drama,en,17/03/2002,38793283,94,4.9
55000000,Adventure,en,28/03/2002,0,109,5.9
48000000,Comedy,en,29/03/2002,196397415,111,6.6
20000000,Crime,en,25/03/2002,75597042,127,6.5
0,Drama,en,12/05/2001,0,102,5.7
3000000,Comedy,fr,14/05/2001,9801375,131,7.2
0,Drama,en,29/03/2002,28149,80,0
0,Action,en,04/09/2003,0,0,6
0,Comedy,fr,10/09/2001,0,134,5.5
0,Drama,en,25/05/2001,46352,104,6.5
42000000,Action,en,03/04/2002,63781810,115,6.1
5000000,Drama,en,29/03/2002,38275483,92,5.9
0,Comedy,en,19/08/2001,0,112,5.4
0,Romance,en,24/08/2001,0,107,6.5
0,Action,fr,12/07/2000,0,180,4.8
45000000,Drama,en,07/04/2002,94935764,89,5.9
11000000,Action,en,17/11/2001,13110448,100,7
0,Drama,en,12/04/2002,0,91,5
43000000,Drama,en,12/04/2002,68696770,84,5.3
7000000,Romance,en,03/08/2001,3646994,114,6
6000000,Drama,en,18/05/2001,705308,96,6.1
5000000,Drama,en,22/02/2002,368744044,95,6.2
50000000,Fantasy,en,19/04/2002,56714147,120,6
60000000,Crime,en,16/04/2002,165333180,92,5.3
0,Action,pt,12/12/2001,0,105,6.4
0,Drama,en,19/04/2002,0,109,4
0,Drama,en,22/01/2001,15705007,119,6
0,Mystery,fr,18/10/2000,0,102,4.5
0,Drama,en,19/04/2002,1347988,91,7.8
1500000,Drama,es,31/08/2000,0,114,7.4
0,Crime,en,24/04/2004,0,0,5.3
0,Adventure,en,12/12/2001,0,112,5
0,Comedy,en,17/01/2002,0,0,5
11000000,Drama,en,24/07/2001,16951798,91,4.5
40000000,Horror,en,26/04/2002,16872671,103,5.7
0,Comedy,en,18/01/2001,0,91,7.2
0,Documentary,en,26/04/2002,0,83,3.3
0,Action,fr,16/05/2001,0,97,6.7
0,Drama,en,14/05/2001,0,92,5.8
18000000,Drama,en,01/01/2002,676698,103,7
0,Crime,en,19/01/2001,0,77,8
120000,Drama,en,13/09/2000,14904,87,5.3
0,Drama,en,03/05/2002,0,96,5.5
16000000,Action,en,03/05/2002,0,112,6.4
139000000,Comedy,en,01/05/2002,821708551,121,6.8
0,Fantasy,en,01/01/2001,0,117,4
0,Drama,ja,03/11/2001,0,122,6.2
13000000,Action,en,10/05/2002,0,88,5.7
50000000,Comedy,en,10/05/2002,119137784,124,6.3
0,Thriller,fr,07/09/2001,0,129,6
27000000,Action,en,26/04/2002,129000000,101,6.6
120000000,Drama,en,15/05/2002,649398328,142,6.4
1500000,Adventure,en,19/01/2001,416925,98,6.8
0,Drama,en,17/05/2002,0,97,6.8
38000000,Action,en,24/05/2002,51801187,114,6.2
46000000,Drama,en,24/05/2002,113714830,118,6.8
80000000,Crime,en,24/05/2002,122563539,83,7.4
0,Western,en,12/05/2001,0,88,6
0,Comedy,en,02/09/2001,0,104,6.4
68000000,Adventure,en,31/05/2002,193000000,124,5.9
25000000,Thriller,en,31/05/2002,41604473,86,5.5
0,Action,en,25/04/2002,0,95,5
0,Drama,en,24/01/2001,0,108,0
0,Drama,en,05/04/2000,0,106,6.1
70000000,Horror,en,07/06/2002,65977295,116,5.4
27000000,Action,en,07/06/2002,0,116,5.6
0,Comedy,en,17/01/2002,0,99,6.6
1934000,Comedy,en,01/02/2002,3786801,172,6.3
60000000,Fantasy,en,14/06/2002,214034224,119,7.3
84000000,Action,en,14/06/2002,275650703,88,5.4
115000000,Mystery,en,14/06/2002,77628265,134,5.8
0,Drama,en,14/06/2002,0,104,6.4
0,Comedy,en,01/01/2001,0,107,6.9
0,Comedy,en,09/06/2000,0,103,6.5
0,Action,en,01/01/2001,0,99,4.8
5000000,Drama,cs,17/05/2001,0,112,6.7
15600000,Action,en,21/06/2002,0,91,4.2
80000000,Comedy,en,21/06/2002,145771527,85,7.1
102000000,Animation,en,20/06/2002,358372926,145,7.1
0,Action,en,04/02/2002,0,94,6.9
0,Adventure,en,21/06/2002,0,141,6
0,Drama,en,28/06/2002,0,76,5.6
50000000,Animation,en,28/06/2002,171269535,96,5.6
250000,Comedy,en,31/08/2001,4186931,91,6.3
0,Comedy,en,28/06/2002,0,113,5.9
30000000,Drama,en,03/07/2002,0,99,5.7
140000000,Comedy,en,03/07/2002,441818803,88,6.1
10000000,Action,en,03/07/2002,11411644,77,5.6
0,Animation,en,01/11/2001,0,107,7.1
0,Drama,en,26/07/2002,33082548,90,5.4
60000000,Family,en,12/07/2002,43061982,101,6
80000000,Adventure,en,12/07/2002,181001478,117,7.3
0,Thriller,ja,07/09/2001,0,146,6.6
0,Comedy,fr,14/01/2001,0,95,6.3
0,Drama,en,12/07/2002,0,98,4
13000000,Drama,en,01/07/2002,37664855,94,4.5
0,Horror,es,24/08/2001,2628241,128,6.6
0,Drama,en,17/07/2002,0,99,5.4
100000000,Action,en,19/07/2002,35168966,138,6.1
120000000,Drama,en,19/07/2002,169956806,78,5.4
63000000,Family,en,26/07/2002,296655431,94,5.9
35000000,Comedy,en,26/07/2002,0,88,4.3
40000,Adventure,en,18/01/2002,1434436,93,7.3
1900000,Documentary,zh,31/12/2000,240093,102,6.4
150000,Drama,en,01/11/2002,2891288,78,5.5
0,Comedy,en,12/09/2001,0,92,5.5
0,Comedy,en,02/08/2002,0,80,3.7
72000000,Comedy,en,02/08/2002,408247917,106,6.4
0,Drama,it,01/02/2001,0,115,6.5
38000000,Comedy,en,07/08/2002,119723358,100,5.3
8000000,Action,en,12/01/2002,16856124,93,6.1
50000000,Drama,en,04/08/2002,26199517,110,6.1
70000000,Crime,en,09/08/2002,277448382,124,5.8
0,Action,en,13/02/2002,0,117,6.8
0,Comedy,en,11/01/2002,0,107,6.3
0,Documentary,en,16/01/2001,0,91,4.5
0,Comedy,en,28/12/2004,0,0,2.5
0,Drama,fa,01/01/2001,0,123,5.7
3000000,Comedy,en,01/08/2002,19184015,113,5
0,Comedy,zh,18/05/2001,0,86,6.6
0,Drama,sv,06/10/2000,0,98,7
0,Drama,fr,17/10/2001,0,115,7
0,Drama,fr,01/08/2000,0,99,5.5
0,Drama,fr,26/04/2000,0,90,5.8
100000000,Adventure,en,15/08/2002,7103973,95,4.4
25000000,Action,en,08/08/2002,51842679,104,5.6
0,Adventure,de,09/09/2001,0,106,6.6
50000,Romance,ko,22/04/2000,21075,90,6.9
25000000,Drama,en,02/10/2002,10113733,102,6.5
12000000,Drama,en,21/08/2002,52223306,96,6.6
29000000,Horror,en,20/08/2002,16930185,100,5
0,Comedy,en,23/08/2002,19576023,117,5.5
20000000,Comedy,en,23/08/2002,12398628,96,6.1
0,Action,en,08/03/2001,0,87,5.4
0,Comedy,en,16/02/2002,0,0,7
0,Comedy,ja,09/09/2001,0,135,7
0,Drama,en,19/09/2001,0,98,6.3
0,Drama,en,24/11/2000,0,92,0
0,Action,fr,16/05/2002,0,100,5
40000000,Drama,en,09/08/2002,18902015,101,3.2
0,Horror,en,13/06/2002,0,92,5.5
0,Comedy,en,30/08/2002,0,85,3
4800000,Action,es,28/09/2001,0,115,5.2
0,Drama,en,13/09/2001,70569,113,7.5
40000000,Drama,en,06/09/2002,22433915,108,5.7
8500000,Crime,en,06/09/2002,34411240,84,5
0,Drama,en,06/09/2002,0,91,0
0,Horror,fr,10/10/2001,0,110,8
12000000,Documentary,en,01/04/2002,75781642,102,6.2
0,Comedy,en,13/09/2002,0,85,4.4
21000000,Action,en,02/10/2002,43928932,92,6.6
0,Action,fr,01/09/2001,0,103,7
9000000,Drama,en,13/09/2002,4777465,97,6.5
0,Comedy,zh,07/09/2001,0,114,7.2
0,Comedy,es,16/08/2001,0,123,7.3
0,Comedy,de,07/03/2001,0,114,7.5
70000000,Drama,en,20/09/2002,19924033,91,4.3
10000000,Action,en,20/09/2002,0,98,5.5
35000000,Comedy,en,08/09/2002,29882645,132,6.5
30000000,War,en,20/09/2002,6916869,106,5.8
8000000,Action,fr,08/01/2002,0,111,6.9
0,Comedy,it,16/03/2001,215339,106,7
0,Drama,en,01/01/2001,0,90,6.5
0,Drama,en,11/03/2002,0,95,0
4000000,Horror,en,11/01/2002,9304609,104,6.8
15000000,Comedy,ja,20/07/2001,274925095,125,8.3
0,Fantasy,en,29/09/2002,0,80,6.3
30000000,Documentary,en,26/09/2002,180622424,108,6.1
0,Comedy,en,27/09/2002,0,98,5.3
0,Thriller,en,20/09/2002,0,103,7.6
1800000,Comedy,en,23/10/2002,0,113,5
0,Horror,en,15/06/2002,0,89,0
21000000,Comedy,en,09/09/2002,10011050,117,6.4
0,Romance,en,28/02/2002,0,95,0
0,Documentary,en,14/01/2002,249204,84,6
15300000,Action,fr,31/10/2001,0,94,6.2
0,Drama,en,04/10/2002,0,82,6.4
78000000,Action,en,29/09/2002,209196298,124,6.7
0,Crime,en,30/08/2002,0,95,7
0,Drama,en,16/01/2002,773228,107,7.2
11000000,Action,en,06/02/2002,0,96,6.8
0,Drama,en,20/02/2002,0,91,6.5
0,Comedy,en,13/09/2001,0,106,5.9
1200000,Drama,en,24/05/2002,0,86,6.2
0,Drama,en,03/11/2001,299171,100,0
0,Action,en,11/10/2002,605562,105,6
8000000,Thriller,en,05/10/2002,27362712,109,7
15000000,Comedy,en,07/09/2001,12000000,92,5.9
4000000,Crime,en,11/10/2002,0,110,6.3
15000000,Comedy,en,11/10/2002,19158074,90,6.4
0,Drama,en,11/10/2002,0,109,7.2
4000000,Drama,en,09/10/2002,35564473,120,7.3
0,Documentary,en,25/10/2002,2744253,82,6.8
0,Drama,ja,06/07/2001,28023563,75,5.7
25000000,Adventure,en,25/10/2002,17000000,95,6.9
0,Comedy,fr,09/01/2002,0,170,5.4
10000000,War,en,11/10/2002,598645,89,4.8
0,Comedy,en,12/03/2000,0,87,0
25000000,Drama,en,14/10/2002,10719357,99,4.6
28,Drama,en,07/12/2001,14,93,5.9
48000000,Thriller,en,18/10/2002,249348933,115,6.5
7000000,Horror,en,18/10/2002,2062066,104,6.1
0,Drama,en,02/08/2001,0,91,7.1
0,Documentary,en,13/09/2001,0,108,6.3
0,Drama,en,16/10/2002,100477,89,5.9
3000000,Comedy,en,02/09/2002,13308,89,6.1
0,Documentary,en,01/01/2002,0,86,5.9
0,Comedy,ru,22/05/2002,6723732,99,7.2
0,Mystery,ko,13/10/2001,0,112,7.2
0,Drama,en,01/01/2000,0,102,6.4
0,Action,en,12/03/2002,0,84,7.5
35000000,Documentary,en,25/10/2002,68349884,91,5.3
5000000,Horror,en,21/10/2002,64282312,87,6.1
0,Documentary,en,25/10/2002,3090862,93,6.4
0,Action,en,25/10/2002,0,104,4.5
9000000,Mystery,en,17/05/2002,0,128,7
15000000,Comedy,en,14/10/2001,23000,99,6.1
0,Action,en,08/02/2002,0,0,3.6
12000000,Drama,en,29/08/2002,56298474,123,7.3
0,Drama,en,09/05/2002,1260761,106,6.3
0,Comedy,en,25/10/2002,0,95,5.2
0,Comedy,fr,03/05/2000,0,90,7.2
0,Fantasy,en,26/01/2001,0,91,4.4
70000000,Comedy,en,31/10/2002,33561137,97,5.2
65000000,Action,en,31/10/2002,172855065,104,5.5
0,Fantasy,en,21/05/2001,0,0,0
0,Action,fa,01/09/2000,0,85,6.2
0,Drama,en,01/11/2002,0,90,5.3
16000000,Drama,en,25/09/2000,109130,113,5.6
35000000,Crime,en,06/11/2002,16838910,114,6.2
41000000,Thriller,en,08/11/2002,215000000,110,6.8
0,Drama,en,14/03/2001,0,100,0
13500000,Documentary,en,01/09/2002,29027914,107,6.9
0,Drama,fr,26/09/2001,0,100,5
0,Comedy,en,01/02/2001,0,93,0
13000000,Action,en,15/11/2002,0,98,4.6
100000000,Crime,en,13/11/2002,876688482,161,7.4
0,Adventure,en,20/05/2002,0,115,5.7
1800000,War,es,01/10/2002,0,118,6.2
500000,Drama,en,09/05/2002,0,88,5.6
0,Drama,en,15/11/2002,0,116,7
2000000,Documentary,ko,05/04/2002,0,80,7.1
11000000,Drama,en,18/01/2002,0,96,5.6
7500000,Drama,en,20/09/2002,4245870,102,4.6
0,Action,en,23/08/2001,0,96,4.3
0,Action,en,29/10/2002,0,94,5.2
0,Fantasy,en,10/05/2002,0,105,6.7
0,Comedy,en,25/10/2001,0,89,4.5
0,Crime,en,15/11/2002,0,90,5
0,Drama,en,11/11/2000,0,90,0
140000000,Action,en,17/11/2002,431971116,133,5.8
0,Adventure,en,22/11/2002,0,108,6.9
20000000,Drama,en,22/11/2002,33526835,85,6
0,Comedy,en,01/01/2002,0,86,5
30000000,Drama,en,22/11/2002,27674124,101,6.5
0,Drama,es,12/06/2002,0,91,5
9285469,Drama,es,14/03/2002,51001550,112,7.5
0,Drama,en,27/11/2002,23833131,76,5.3
40000000,Comedy,en,27/11/2002,10959475,93,5
47000000,Action,en,27/11/2002,30002758,99,5.9
140000000,Drama,en,26/11/2002,109578115,95,7.2
17000000,Adventure,en,01/11/2002,0,89,4.6
0,Comedy,de,01/11/2001,0,101,6.3
0,Thriller,nl,15/02/2001,0,99,5
0,Drama,en,16/03/2001,0,89,7
60000000,Action,en,06/12/2002,55003135,96,5.7
4000000,Comedy,en,06/12/2002,18591272,90,6.4
19000000,Action,en,06/12/2002,32801173,114,7.3
20000000,Comedy,en,06/12/2002,5359645,107,6.9
0,Action,en,08/09/2011,0,95,4
0,Drama,en,01/09/2002,0,0,0
0,Drama,it,26/05/2000,0,91,5
0,Drama,ja,17/03/2001,0,84,6.7
20000000,Comedy,en,13/12/2002,57588485,118,6.2
0,Drama,en,13/12/2002,35081550,104,5.5
55000000,Comedy,en,13/12/2002,154906693,105,5.6
60000000,Comedy,en,13/12/2002,67312826,117,6.1
30000000,Science Fiction,en,13/12/2002,105834556,125,6.7
0,Drama,es,20/10/2000,0,83,7.1
0,Drama,en,13/12/2002,0,92,6.5
0,Drama,de,11/09/2002,0,84,4.5
0,Drama,es,06/11/2001,0,108,6.7
0,Action,en,16/01/2002,0,96,8
0,Comedy,en,01/01/2002,0,97,7.2
79000000,Drama,en,18/12/2002,926287400,179,8
0,Adventure,zh,12/05/2000,0,139,7.7
15000000,Drama,en,16/12/2002,13060843,135,7.2
12500000,Crime,en,19/12/2002,23367586,120,6.7
100000000,Drama,en,14/12/2002,193772504,167,7.1
60000000,Drama,en,19/12/2002,93354918,101,5.9
35000000,Comedy,en,20/12/2002,0,85,5.8
6500000,Animation,en,14/01/2002,12633747,105,6.8
0,Horror,en,04/10/2000,0,163,5
0,Drama,hi,13/09/2001,19000000,155,5.8
0,Drama,en,07/04/2000,0,103,6.6
52000000,Action,en,25/12/2002,352114312,141,7.7
40000000,Drama,it,25/12/2002,41323171,108,5.6
45000000,Comedy,en,26/12/2002,306776732,113,6.9
25000000,Action,en,27/12/2002,41597830,114,7
11000000,Drama,en,10/09/2002,0,106,6.2
0,War,en,27/12/2002,0,132,6.8
35000000,Adventure,en,24/09/2002,120072577,150,8.1
110,Drama,en,26/10/2002,0,110,5
15000000,Horror,en,19/04/2000,0,88,5.2
0,Comedy,en,30/12/2002,0,90,6.5
30000000,Comedy,en,30/12/2002,33013805,113,6.6
0,Drama,en,28/03/2003,604856,105,6
18000000,Comedy,en,09/01/2003,101564935,95,5.3
0,Comedy,en,01/01/2002,0,92,4.2
0,Comedy,fr,23/05/2002,0,103,6.5
0,Mystery,ja,15/09/2000,0,102,6.6
0,Action,en,20/01/2001,0,93,5.6
0,Comedy,en,06/12/2002,0,96,5
20000000,Action,en,17/01/2003,17432163,101,5.3
0,Comedy,en,17/01/2003,0,89,4.3
0,Comedy,en,17/01/2003,50097949,88,5.5
0,Action,zh,21/12/2001,0,100,5.7
3300000,Comedy,pt,05/02/2002,30641770,130,8.2
0,Drama,da,26/10/2001,0,93,4.9
0,Comedy,en,24/01/2003,0,86,4.9
0,Thriller,fr,13/02/2002,0,132,7.1
0,Drama,de,10/02/2002,0,90,6
0,Documentary,en,15/03/2002,0,103,7.7
0,Drama,fr,03/10/2001,0,109,6.1
24000000,Drama,en,31/01/2003,23510601,110,5
26000000,Action,en,31/01/2003,90426405,90,5.9
0,Horror,en,31/01/2003,101191884,115,6.2
0,Action,en,21/08/2002,0,91,5.1
0,Comedy,he,05/05/2002,0,100,5
0,War,en,11/02/2002,0,93,7.2
500000,Documentary,en,13/01/2002,150277,93,6.3
0,Crime,en,07/01/2000,0,93,6
0,Comedy,en,07/02/2003,0,105,6.1
50000000,Comedy,en,07/02/2003,177371441,116,6.3
50000000,Comedy,en,06/02/2003,88323487,115,6
78000000,Action,en,14/02/2003,179179718,103,5
20000000,Fantasy,en,07/02/2003,135680000,72,5.6
0,Family,en,01/08/2003,0,108,5.9
0,Drama,en,21/09/2002,405331,103,8
0,Documentary,ko,10/05/2002,0,120,6.6
3500000,Drama,en,12/01/2002,0,103,6.1
0,Mystery,fr,27/03/2002,5126264,92,6.9
0,Drama,en,15/09/2000,0,105,5.6
0,Action,en,21/10/2001,0,91,0
15000000,Drama,en,14/12/2002,9237470,118,6.5
56000000,Action,en,21/02/2003,12923936,214,6.1
50000000,Drama,en,21/02/2003,38955598,130,7.3
24000000,Drama,en,21/02/2003,87055349,91,6.6
0,Comedy,en,01/08/2001,0,102,0
0,Action,en,28/06/2002,0,100,4.3
0,Drama,en,16/11/2001,0,96,6.7
0,Drama,da,06/09/2002,0,113,6.8
0,Drama,en,07/06/2002,0,99,6.5
0,Comedy,en,12/09/2002,0,101,5.4
0,Drama,en,01/01/2002,0,127,7.3
25000000,Action,en,28/02/2003,56489558,101,5.8
0,Action,en,13/12/2002,0,98,6.4
0,Drama,he,01/01/2001,0,102,6
0,Action,en,01/01/2002,0,112,6.2
0,Drama,ko,08/12/2001,0,120,5.6
0,Action,fa,20/05/2002,105656,94,6.4
20000000,Drama,en,07/03/2003,132675402,105,5.4
70000000,Comedy,en,07/03/2003,85632458,121,6.4
0,Action,fr,22/05/2002,792,97,7.1
0,Drama,en,18/05/2002,0,103,5.7
0,Drama,de,11/12/2001,0,140,7
0,Drama,en,25/10/2002,0,121,7.3
3500159,Drama,en,11/04/2002,76578641,112,6.2
55000000,Comedy,en,11/03/2003,34234008,94,6
22000000,Drama,en,14/03/2003,0,100,5.8
0,Horror,en,01/05/2001,0,97,5.7
0,Action,en,08/09/2001,0,95,5.7
2000000,Drama,en,01/06/2002,0,101,6.6
0,Comedy,fa,04/02/2001,0,92,6.5
250050,Drama,es,01/01/2002,0,130,7.3
20000000,Drama,en,01/10/2002,8586376,94,4.7
68000000,Comedy,en,21/03/2003,75715436,136,5.2
0,Drama,en,16/03/2003,0,75,6.1
0,Animation,en,21/03/2003,15614000,87,5
0,Comedy,en,20/03/2003,0,88,0
0,Action,zh,06/06/2002,0,113,6.8
50000000,Comedy,en,18/04/2003,42792561,98,6.2
60000000,Action,en,28/03/2003,74208267,136,5.5
0,Action,en,01/01/2003,0,95,5.3
0,Comedy,en,27/03/2003,0,105,5.8
0,Comedy,en,11/09/2002,0,114,5.3
800000,Drama,en,16/05/2002,2816116,88,7.8
0,Drama,en,09/09/2002,97000,140,6.7
0,Drama,it,20/06/2003,0,105,5.7
0,Documentary,en,03/04/2003,0,108,6
36000000,Crime,en,04/04/2003,44350926,109,5.8
13000000,Action,en,09/09/2002,97837138,81,6.7
0,Thriller,en,11/09/2001,0,100,7
0,Drama,ja,01/09/2001,0,116,7.3
0,Action,en,04/04/2003,0,89,6.1
7500000,Comedy,en,16/03/2003,209151,100,5.9
0,Crime,fi,01/03/2002,0,97,7
75000000,Romance,en,11/04/2003,195745823,106,5.9
0,Comedy,en,12/01/2002,0,101,6.5
13000000,Crime,en,10/04/2003,17040871,92,7.1
7000000,Documentary,en,11/04/2003,16829545,89,6
0,Horror,sv,23/08/2002,0,109,7.7
0,Crime,en,18/04/2003,0,90,6.2
0,Drama,en,11/01/2002,0,91,5.4
52000000,Drama,en,28/03/2003,0,104,5.2
0,Action,en,16/04/2003,6126237,80,6.3
6000000,Comedy,en,16/04/2003,18750246,91,6.6
20000000,Comedy,en,18/04/2003,0,117,6.7
0,Adventure,en,10/04/2003,0,86,4.7
35866397,Comedy,fr,12/12/2001,20217080,98,7.1
0,Documentary,da,03/11/2000,0,109,7.1
0,Drama,en,21/06/2002,0,92,8
7000000,Drama,en,12/04/2001,4720371,113,6.7
0,Drama,en,25/04/2003,0,97,6.4
30000000,Action,en,25/04/2003,90259536,90,7.1
0,Mystery,en,25/04/2003,0,109,5.2
0,Comedy,en,23/04/2003,0,96,3.3
0,Documentary,en,01/01/2002,0,116,5.4
0,Thriller,en,25/04/2003,0,152,8
2500000,Comedy,ru,06/12/2002,57862,104,5.7
0,Drama,en,27/01/2001,0,100,7.2
20000000,Drama,en,21/11/2002,0,100,5.5
0,Drama,en,13/11/2002,0,97,7.2
17000000,Documentary,en,25/04/2003,55534455,94,5.8
110000000,Family,en,24/04/2003,407711549,133,6.8
1000000,Adventure,en,11/01/2002,464000,92,6.7
0,Drama,en,20/09/2002,0,132,6.8
0,Crime,fa,22/05/2002,0,108,8.5
0,Drama,en,02/05/2003,0,104,6.8
60000000,Crime,en,03/05/2003,164433867,92,5.6
0,Comedy,fr,02/09/2002,0,90,6.9
0,Crime,en,14/01/2002,0,95,7
0,Documentary,en,01/01/2003,0,96,6.4
0,Comedy,en,01/11/2002,0,95,5.4
0,Drama,en,22/05/2002,156021,89,8.5
0,Drama,is,31/05/2000,0,88,6.7
0,Adventure,en,01/01/2002,0,99,4.9
150000000,Music,en,15/05/2003,738599701,138,6.7
1596010,Adventure,en,28/02/2002,0,75,6.9
35000000,Horror,en,08/05/2003,20298207,101,6.1
0,Action,en,06/07/2002,0,79,7.1
0,Documentary,en,17/06/2001,0,87,4.3
5300000,Action,fr,17/05/2002,3897799,122,7
0,Drama,cs,13/07/2002,20867919,71,5.7
80000000,Action,en,23/05/2003,484572835,101,6.4
0,Fantasy,en,23/05/2003,20440627,98,5.6
0,Action,en,01/01/2002,0,102,8
0,Documentary,it,01/01/2002,0,95,6.3
94000000,Comedy,en,30/05/2003,940335536,100,7.6
60000000,Animation,en,30/05/2003,176070171,110,6.6
12600000,Action,en,30/05/2003,28650575,84,6
0,Horror,en,30/05/2003,3117985,107,7.4
0,Documentary,pt,01/01/2002,0,0,5.8
0,Drama,zh,10/09/2002,0,116,6.5
76000000,Drama,en,05/06/2003,236350661,107,6.2
0,Action,en,27/03/2003,0,0,7.2
8000000,Romance,en,30/01/2003,41400000,101,7.1
0,Action,fr,14/09/2001,0,111,7.7
19000000,Comedy,en,13/06/2003,39267515,85,4.1
12000000,Comedy,en,20/06/2003,4922166,90,3
75000000,Comedy,en,09/06/2003,51142659,116,5
0,Action,en,13/06/2003,0,84,5.6
0,Animation,en,30/05/2002,0,102,5.7
7000000,Action,en,01/01/2002,0,96,7.7
0,Drama,fr,30/10/2002,0,91,5.7
0,Comedy,en,16/03/2003,0,94,4.7
0,Comedy,en,15/01/2002,0,78,5.5
0,Drama,en,21/06/2002,0,101,0
0,Action,en,06/06/2002,0,128,5.9
30000000,Drama,en,16/06/2003,15368897,96,5
0,Comedy,en,28/02/2002,0,97,6
5000000,Comedy,en,31/10/2002,82719885,113,7.1
120000000,Horror,en,27/06/2003,259175788,106,5.2
0,Action,en,20/11/2001,0,90,5.4
0,Comedy,cn,03/08/2001,0,102,6.6
0,Comedy,en,06/09/2001,0,104,5
137000000,Comedy,en,19/06/2003,245360480,138,5.3
45000000,Drama,en,02/07/2003,124914842,95,5.2
60000000,Comedy,en,02/07/2003,26288320,86,6.6
200000000,Family,en,02/07/2003,435000000,109,5.9
7800000,Action,en,18/05/2003,22441323,102,6.5
140000000,Thriller,en,09/07/2003,655011224,143,7.5
0,Adventure,pt,01/01/2002,0,139,5.6
78000000,Drama,en,11/07/2003,179265204,110,5.7
0,Fantasy,ru,01/01/2002,0,100,6.9
0,Drama,en,04/04/2001,0,102,0
0,Drama,fr,13/11/2002,0,91,6.1
0,Comedy,en,09/05/2003,0,113,7.1
0,Drama,es,01/01/2000,0,108,7.2
0,Comedy,en,01/01/2003,0,103,6.8
130000000,Fantasy,en,18/07/2003,273339556,147,6.3
0,Adventure,en,18/07/2003,0,99,5.7
40000000,Drama,en,06/04/2003,160583018,88,6
0,Adventure,en,06/06/2002,0,101,3.8
0,Drama,en,05/09/2002,0,97,6.8
0,Crime,it,06/09/2002,56878,101,7
0,Foreign,en,03/10/2002,0,105,4.9
0,Comedy,en,11/09/2002,0,117,7
0,Thriller,ja,27/07/2002,0,119,7
0,Drama,en,08/08/2003,0,112,5.2
95000000,Drama,en,21/07/2003,156505388,117,5.5
87000000,Action,en,22/07/2003,148336445,141,6.8
38000000,Drama,en,25/07/2003,197011982,84,4.7
15000000,Action,en,08/09/2001,0,98,6.5
0,Drama,en,05/09/2003,1628154,114,5.6
0,Comedy,en,01/01/2001,0,93,3.5
2750000,Comedy,es,17/01/2003,0,110,6.3
4000000,Adventure,es,27/09/2002,146402,113,7
0,Drama,en,17/05/2003,0,95,5.4
0,Comedy,pt,22/01/2001,0,0,6.4
55000000,Drama,en,01/08/2003,231449203,103,6
54000000,Comedy,en,01/08/2003,7266209,121,3.5
0,Drama,en,29/05/2002,0,133,8
0,Drama,en,01/08/2003,0,0,5
0,Action,en,13/06/2003,0,105,5.8
0,Comedy,en,24/10/2002,20957001,119,7.4
0,Drama,en,09/09/2002,0,104,6.8
26000000,Drama,en,03/08/2003,110230332,97,6
0,Comedy,en,01/05/2002,0,90,2.5
80000000,Drama,en,08/08/2003,116643346,117,5.8
